Id,SalePrice
1739,274792.1
1740,270628.66
1741,196336.84
1742,173190.31
1743,177854.33
1744,318837.72
1745,254955.45
1746,218498.3
1747,211796.52
1748,229041.84
1749,148481.25
1750,142542.17
1751,260014.67
1752,138675.53
1753,156071.05
1754,218274.12
1755,172973.0
1756,150490.7
1757,141144.12
1758,150746.81
1759,161852.75
1760,172659.94
1761,142372.6
1762,187589.2
1763,179881.95
1764,133847.25
1765,162083.56
1766,172690.47
1767,202365.38
1768,163558.39
1769,192702.89
1770,156553.84
1771,154148.08
1772,167878.38
1773,147499.73
1774,152936.98
1775,162240.69
1776,141964.31
1777,133936.11
1778,157064.39
1779,137667.33
1780,171885.56
1781,152477.55
1782,111507.87
1783,149045.06
1784,122393.99
1785,140358.7
1786,168275.47
1787,170105.38
1788,70465.5
1789,123486.13
1790,106851.07
1791,195198.97
1792,176262.06
1793,132061.97
1794,162838.17
1795,147641.4
1796,137640.75
1797,133308.06
1798,147901.9
1799,133666.81
1800,159232.11
1801,140985.06
1802,145051.33
1803,155340.66
1804,155999.17
1805,148549.72
1806,134225.69
1807,148925.1
1808,133871.56
1809,136371.53
1810,148520.81
1811,110190.9
1812,127242.555
1813,139256.56
1814,120712.7
1815,78629.97
1816,124258.32
1817,116988.55
1818,150695.84
1819,125614.91
1820,77926.52
1821,127654.44
1822,155106.19
1823,78978.52
1824,150975.16
1825,140361.69
1826,122877.41
1827,129187.96
1828,155152.14
1829,135782.23
1830,158588.66
1831,195339.14
1832,102381.34
1833,159760.27
1834,126770.41
1835,149970.14
1836,146690.56
1837,106192.91
1838,134906.5
1839,106460.82
1840,172311.12
1841,173006.72
1842,90716.92
1843,151324.45
1844,153818.84
1845,141584.25
1846,155300.95
1847,164059.67
1848,78871.13
1849,136382.39
1850,137040.67
1851,165432.3
1852,142353.7
1853,147982.03
1854,173204.56
1855,135027.1
1856,214235.08
1857,125052.8
1858,141882.72
1859,133435.28
1860,145361.3
1861,133435.28
1862,304768.47
1863,292634.72
1864,292634.72
1865,338814.34
1866,344170.75
1867,253724.69
1868,307030.25
1869,208844.89
1870,243715.22
1871,241035.64
1872,165277.33
1873,226624.08
1874,159866.02
1875,203827.81
1876,200738.47
1877,224214.73
1878,216556.28
1879,157709.2
1880,146508.36
1881,236282.45
1882,254657.77
1883,196561.2
1884,214025.45
1885,259387.62
1886,315707.84
1887,208947.42
1888,269672.9
1889,152921.25
1890,142057.73
1891,147498.4
1892,121070.16
1893,148867.25
1894,162759.48
1895,143807.25
1896,137938.86
1897,123385.695
1898,108412.58
1899,158918.02
1900,174573.9
1901,173319.38
1902,151826.4
1903,235908.27
1904,156439.83
1905,198114.05
1906,189619.03
1907,194613.2
1908,121589.016
1909,143910.58
1910,125313.99
1911,227071.34
1912,302424.2
1913,162694.47
1914,101768.9
1915,313778.75
1916,79357.75
1917,256789.12
1918,159887.14
1919,167860.81
1920,148753.89
1921,432406.66
1922,344156.66
1923,222093.27
1924,222275.53
1925,222880.33
1926,377115.66
1927,158829.23
1928,164021.08
1929,146726.72
1930,151485.42
1931,152672.92
1932,142490.6
1933,196684.12
1934,183973.45
1935,181504.11
1936,197190.94
1937,191298.05
1938,189836.6
1939,253856.94
1940,193460.17
1941,175530.22
1942,192018.03
1943,219696.11
1944,325331.28
1945,391343.16
1946,141843.84
1947,342582.66
1948,190258.97
1949,242607.0
1950,191905.98
1951,280661.44
1952,229018.1
1953,169349.12
1954,197100.61
1955,145842.86
1956,286957.5
1957,152732.7
1958,306835.06
1959,148524.27
1960,139496.47
1961,127361.45
1962,117667.66
1963,128595.38
1964,127044.16
1965,154618.3
1966,160289.44
1967,287132.34
1968,388719.56
1969,385654.8
1970,413690.94
1971,366443.7
1972,371823.06
1973,254347.36
1974,291508.16
1975,357058.66
1976,266528.62
1977,314472.06
1978,341202.16
1979,342993.1
1980,200234.58
1981,349448.72
1982,247305.56
1983,231834.62
1984,169895.56
1985,219158.73
1986,209710.81
1987,189465.36
1988,170083.33
1989,196002.52
1990,224953.4
1991,253889.17
1992,224427.88
1993,164482.31
1994,242196.66
1995,191817.2
1996,251808.98
1997,296035.22
1998,332384.7
1999,252792.55
2000,302678.12
2001,240764.69
2002,224129.73
2003,238786.77
2004,260671.5
2005,220538.72
2006,258051.19
2007,239629.17
2008,231809.34
2009,191323.23
2010,197418.61
2011,153296.1
2012,183316.42
2013,186689.67
2014,192942.25
2015,213242.94
2016,192784.81
2017,202834.47
2018,114131.35
2019,139482.52
2020,120285.984
2021,125808.31
2022,173050.98
2023,134831.16
2024,236926.77
2025,359297.2
2026,181138.75
2027,153929.44
2028,158435.7
2029,175299.48
2030,302006.94
2031,268690.0
2032,282179.44
2033,292262.3
2034,169670.11
2035,218372.64
2036,196678.23
2037,204829.05
2038,325028.28
2039,249920.3
2040,306152.56
2041,251677.94
2042,209980.5
2043,181773.55
2044,170414.78
2045,220290.11
2046,157544.69
2047,146974.08
2048,152260.3
2049,168797.34
2050,199062.1
2051,134021.89
2052,136427.05
2053,165173.94
2054,96998.91
2055,172773.1
2056,143922.0
2057,133740.52
2058,217224.34
2059,142542.16
2060,179749.3
2061,170881.03
2062,149757.77
2063,128547.07
2064,151283.66
2065,144865.08
2066,167674.12
2067,135368.8
2068,173772.94
2069,109314.23
2070,137902.84
2071,113292.48
2072,135899.25
2073,136657.44
2074,195541.97
2075,158434.62
2076,140017.05
2077,173345.4
2078,149047.97
2079,134801.17
2080,128909.8
2081,139833.88
2082,151284.92
2083,156313.2
2084,133425.28
2085,136576.8
2086,147944.12
2087,128608.52
2088,110125.73
2089,97278.29
2090,146862.02
2091,139625.97
2092,149184.88
2093,117099.64
2094,140617.16
2095,160416.56
2096,106177.625
2097,122017.47
2098,157008.25
2099,85298.79
2100,94717.68
2101,135453.83
2102,138175.72
2103,128240.25
2104,149030.53
2105,143962.78
2106,85323.61
2107,237639.03
2108,131428.44
2109,132713.39
2110,152331.36
2111,151487.83
2112,158583.06
2113,131809.2
2114,120215.055
2115,178331.36
2116,134088.73
2117,171362.52
2118,138804.84
2119,127719.445
2120,126702.73
2121,107937.19
2122,130927.984
2123,107930.67
2124,184487.53
2125,126776.484
2126,163517.81
2127,185750.73
2128,139975.58
2129,100341.67
2130,158074.16
2131,149019.62
2132,133662.67
2133,142569.5
2134,129449.32
2135,104508.37
2136,87584.164
2137,122525.23
2138,134925.83
2139,164859.3
2140,156890.97
2141,156233.38
2142,143505.9
2143,157380.78
2144,118501.625
2145,139989.34
2146,157899.88
2147,133019.25
2148,139837.9
2149,158826.17
2150,218276.19
2151,125185.72
2152,182398.81
2153,187318.62
2154,128135.58
2155,155755.31
2156,248509.16
2157,231798.69
2158,251329.89
2159,213941.4
2160,174941.17
2161,244241.55
2162,419053.8
2163,339733.0
2164,245881.89
2165,183008.1
2166,162362.95
2167,237037.56
2168,197685.42
2169,202522.67
2170,226312.39
2171,167391.83
2172,148044.02
2173,181100.73
2174,241236.61
2175,316616.84
2176,315859.4
2177,254972.92
2178,201873.77
2179,149579.19
2180,226540.48
2181,200890.92
2182,220463.22
2183,204812.69
2184,147017.98
2185,133568.11
2186,151906.22
2187,163674.03
2188,162676.25
2189,201156.97
2190,106610.46
2191,110956.35
2192,118607.555
2193,125311.3
2194,125593.88
2195,129420.52
2196,120461.35
2197,131609.25
2198,172140.58
2199,178214.9
2200,156642.58
2201,161189.98
2202,230356.27
2203,141640.97
2204,197918.97
2205,120097.2
2206,143909.73
2207,206397.52
2208,267332.22
2209,232599.45
2210,136404.36
2211,148353.23
2212,138240.0
2213,133470.1
2214,137184.81
2215,132089.62
2216,176949.92
2217,100974.414
2218,73084.914
2219,94697.82
2220,92801.13
2221,306913.3
2222,247416.64
2223,267833.62
2224,201643.66
2225,139477.39
2226,193543.08
2227,197572.89
2228,267069.2
2229,251959.44
2230,163974.84
2231,215674.25
2232,183870.14
2233,168157.86
2234,242519.6
2235,225830.06
2236,278313.9
2237,322649.56
2238,213114.8
2239,139077.16
2240,162974.23
2241,169277.17
2242,142639.12
2243,139560.7
2244,125994.07
2245,129109.68
2246,166743.94
2247,133186.75
2248,147231.88
2249,140353.72
2250,148861.39
2251,110400.12
2252,166654.75
2253,158128.61
2254,184762.89
2255,191279.38
2256,188555.6
2257,222425.23
2258,180199.36
2259,181589.17
2260,157027.48
2261,204538.27
2262,230322.72
2263,325362.12
2264,365860.4
2265,214897.95
2266,336578.56
2267,357748.03
2268,376563.0
2269,154656.88
2270,191411.73
2271,230350.94
2272,188212.55
2273,166854.84
2274,168991.9
2275,171757.11
2276,194987.86
2277,170006.36
2278,159540.1
2279,139728.38
2280,151206.89
2281,172210.05
2282,187759.34
2283,124706.17
2284,123088.805
2285,164762.9
2286,140329.81
2287,356761.88
2288,280708.25
2289,400562.8
2290,432409.16
2291,303578.2
2292,405147.03
2293,461599.88
2294,400902.44
2295,418539.53
2296,272105.84
2297,297765.6
2298,319268.53
2299,361635.44
2300,336793.38
2301,264232.03
2302,246735.47
2303,259186.19
2304,249624.78
2305,188941.53
2306,183736.14
2307,183239.64
2308,232572.86
2309,294922.6
2310,235790.33
2311,201472.19
2312,168601.28
2313,167077.98
2314,173850.47
2315,180920.86
2316,180114.61
2317,180706.0
2318,184033.03
2319,183484.25
2320,208366.19
2321,242806.53
2322,176055.72
2323,189286.92
2324,156834.9
2325,219733.31
2326,168397.98
2327,218678.44
2328,239575.28
2329,186255.62
2330,176778.73
2331,358886.84
2332,341360.03
2333,314537.25
2334,253650.33
2335,249422.94
2336,322181.06
2337,226340.19
2338,276928.53
2339,235881.97
2340,387896.6
2341,210939.48
2342,244907.02
2343,229020.31
2344,231627.98
2345,235090.44
2346,240214.36
2347,217604.58
2348,250847.67
2349,173221.52
2350,267674.03
2351,261670.89
2352,255764.08
2353,235877.66
2354,158728.97
2355,172826.77
2356,153485.69
2357,205858.78
2358,195620.16
2359,142612.33
2360,128830.63
2361,153918.78
2362,282633.56
2363,148140.89
2364,158874.27
2365,231860.8
2366,205245.88
2367,227622.61
2368,219955.4
2369,235459.58
2370,172934.31
2371,172913.6
2372,210749.12
2373,269016.56
2374,321438.53
2375,280884.22
2376,301880.22
2377,388568.06
2378,137606.1
2379,187336.39
2380,151088.38
2381,169275.77
2382,200578.77
2383,211034.56
2384,248423.48
2385,160528.78
2386,151001.42
2387,152084.9
2388,108707.46
2389,135682.6
2390,155897.52
2391,162701.73
2392,139147.02
2393,174446.23
2394,158295.05
2395,229511.78
2396,151177.36
2397,219076.39
2398,148722.73
2399,80536.805
2400,72245.69
2401,125600.484
2402,154088.06
2403,158407.45
2404,154705.92
2405,157556.22
2406,158457.36
2407,145705.38
2408,156983.55
2409,140841.9
2410,160669.55
2411,138559.44
2412,172664.83
2413,149024.39
2414,154250.28
2415,159040.66
2416,146936.05
2417,151434.77
2418,147671.31
2419,142367.5
2420,141988.47
2421,164092.92
2422,140334.28
2423,142087.02
2424,159167.98
2425,199706.48
2426,151248.3
2427,150834.98
2428,174233.0
2429,138129.19
2430,149566.6
2431,116792.59
2432,167020.02
2433,161617.9
2434,153177.84
2435,162406.62
2436,126213.56
2437,117245.195
2438,141808.78
2439,116847.695
2440,130380.84
2441,101988.734
2442,114463.85
2443,128241.68
2444,128658.63
2445,103101.89
2446,137953.92
2447,191190.86
2448,146990.73
2449,118051.17
2450,157219.58
2451,134914.02
2452,229674.22
2453,115987.61
2454,142673.08
2455,138591.81
2456,144591.05
2457,155906.78
2458,135793.69
2459,130352.82
2460,151126.83
2461,132947.19
2462,156341.28
2463,140576.06
2464,191115.06
2465,152893.8
2466,124019.61
2467,143518.64
2468,88279.04
2469,86385.14
2470,173656.64
2471,225595.69
2472,157592.7
2473,134509.56
2474,97522.34
2475,220239.66
2476,127629.37
2477,148882.27
2478,156878.17
2479,100890.02
2480,164158.98
2481,141413.38
2482,138853.77
2483,130641.64
2484,136630.56
2485,136655.25
2486,159469.44
2487,149976.0
2488,167905.61
2489,153256.03
2490,154692.36
2491,109663.34
2492,186236.83
2493,147762.52
2494,152449.78
2495,94773.195
2496,232134.16
2497,168035.23
2498,122665.93
2499,113551.766
2500,145983.64
2501,156798.27
2502,155684.67
2503,111891.61
2504,163903.23
2505,231233.55
2506,266091.6
2507,299246.72
2508,265740.3
2509,217803.95
2510,231922.19
2511,183581.75
2512,217011.77
2513,219473.44
2514,242399.45
2515,165441.86
2516,164724.72
2517,159082.97
2518,166578.48
2519,235078.72
2520,217773.77
2521,192646.78
2522,226715.22
2523,125217.28
2524,153631.48
2525,155812.64
2526,152525.94
2527,124366.24
2528,143636.92
2529,143349.31
2530,135987.33
2531,259222.19
2532,230902.56
2533,200291.39
2534,239753.1
2535,339629.38
2536,232488.47
2537,249716.31
2538,185691.75
2539,192295.83
2540,179007.58
2541,184872.89
2542,172178.11
2543,144135.3
2544,139412.8
2545,140754.14
2546,136410.75
2547,152368.14
2548,174645.06
2549,169932.89
2550,260242.39
2551,147498.45
2552,140305.38
2553,99343.06
2554,134004.72
2555,138426.48
2556,124550.49
2557,124712.97
2558,178118.38
2559,158489.11
2560,146644.22
2561,162692.11
2562,148169.02
2563,160633.64
2564,200078.34
2565,158177.4
2566,161166.6
2567,138854.23
2568,198377.95
2569,201371.52
2570,131706.66
2571,212721.7
2572,193234.52
2573,226553.27
2574,283879.78
2575,153566.11
2576,139492.2
2577,171697.03
2578,100082.56
2579,92190.96
2580,151019.23
2581,133321.73
2582,138453.06
2583,274761.62
2584,164181.25
2585,181941.67
2586,225222.77
2587,209487.44
2588,177630.58
2589,157135.69
2590,215812.1
2591,209423.7
2592,235701.61
2593,267554.06
2594,192667.34
2595,213063.81
2596,315165.34
2597,182007.33
2598,284425.03
2599,312015.22
2600,188785.38
2601,160787.31
2602,95355.75
2603,124905.64
2604,110495.414
2605,85620.88
2606,156260.4
2607,197095.98
2608,200450.08
2609,174290.89
2610,138079.38
2611,129739.805
2612,158961.23
2613,148059.2
2614,146656.34
2615,165038.97
2616,150498.97
2617,185076.55
2618,211064.39
2619,206119.5
2620,186944.62
2621,183980.06
2622,191361.56
2623,255215.47
2624,296492.62
2625,354720.97
2626,172023.06
2627,183373.95
2628,408269.66
2629,473621.22
2630,369660.44
2631,422590.06
2632,380294.84
2633,362067.16
2634,374391.2
2635,161457.92
2636,181694.66
2637,195048.83
2638,272541.3
2639,189072.73
2640,158557.75
2641,114043.93
2642,199619.9
2643,112908.62
2644,131003.24
2645,124015.67
2646,115877.07
2647,121136.516
2648,148477.25
2649,160104.44
2650,163397.1
2651,144131.05
2652,387574.66
2653,236448.5
2654,263022.0
2655,382564.34
2656,305589.16
2657,352006.4
2658,290678.3
2659,317229.0
2660,326686.6
2661,376872.5
2662,363563.7
2663,268324.88
2664,286761.56
2665,348641.6
2666,312693.44
2667,162619.42
2668,177145.39
2669,183518.02
2670,288960.22
2671,191409.12
2672,191827.0
2673,207191.53
2674,207392.28
2675,186430.73
2676,188738.61
2677,199390.75
2678,257664.98
2679,257698.72
2680,263181.84
2681,374808.0
2682,304519.22
2683,444232.47
2684,312004.66
2685,317340.94
2686,251963.42
2687,332563.34
2688,226344.66
2689,228298.6
2690,426664.72
2691,192922.38
2692,157350.89
2693,205431.39
2694,156400.14
2695,195755.75
2696,186715.48
2697,196575.34
2698,192805.2
2699,180593.27
2700,162352.31
2701,118148.91
2702,100474.016
2703,133999.73
2704,154364.11
2705,127589.69
2706,128566.055
2707,123491.78
2708,157676.52
2709,134778.16
2710,144947.78
2711,277632.6
2712,347794.38
2713,177812.4
2714,152331.42
2715,170246.58
2716,154848.73
2717,182558.28
2718,246679.3
2719,154246.11
2720,178922.66
2721,135063.97
2722,169874.88
2723,143663.31
2724,142697.95
2725,156051.23
2726,160584.17
2727,169460.33
2728,173184.88
2729,157255.25
2730,156611.84
2731,149714.55
2732,145888.5
2733,158576.61
2734,139809.34
2735,148419.33
2736,146737.44
2737,141068.2
2738,156017.23
2739,166638.98
2740,148104.98
2741,157576.47
2742,144342.86
2743,157339.83
2744,171199.2
2745,160329.19
2746,157895.47
2747,149286.22
2748,139282.1
2749,143700.08
2750,154218.8
2751,154488.7
2752,189668.88
2753,168954.62
2754,205001.97
2755,135882.84
2756,128584.49
2757,78451.81
2758,90121.375
2759,154068.38
2760,129624.19
2761,155302.05
2762,163263.05
2763,164747.72
2764,148785.69
2765,280237.22
2766,150803.11
2767,107606.28
2768,166963.36
2769,151929.64
2770,160809.98
2771,126784.95
2772,137264.78
2773,147680.7
2774,153795.94
2775,129426.914
2776,150902.5
2777,160210.53
2778,136170.98
2779,134812.4
2780,124213.6
2781,119494.02
2782,110621.63
2783,130443.97
2784,143733.52
2785,143514.02
2786,103901.45
2787,148932.8
2788,97870.33
2789,211619.28
2790,115278.12
2791,129956.82
2792,85736.586
2793,195151.7
2794,127351.2
2795,147995.27
2796,127893.836
2797,193916.67
2798,134074.7
2799,133927.98
2800,87847.914
2801,131706.73
2802,139825.9
2803,188960.23
2804,148005.19
2805,119689.29
2806,101714.24
2807,177554.83
2808,159368.94
2809,154969.1
2810,154359.45
2811,157909.47
2812,165291.1
2813,198723.23
2814,181583.69
2815,132018.31
2816,241343.33
2817,147038.12
2818,140655.61
2819,174105.33
2820,141737.1
2821,123755.58
2822,185234.73
2823,330774.66
2824,209679.77
2825,174822.19
2826,147387.69
2827,151436.56
2828,207490.33
2829,213648.7
2830,232021.5
2831,196064.77
2832,243384.16
2833,299140.44
2834,220829.14
2835,227029.19
2836,190631.77
2837,156909.64
2838,156212.44
2839,170405.6
2840,205404.67
2841,210461.58
2842,224162.44
2843,168549.58
2844,163928.42
2845,139938.39
2846,216443.75
2847,209124.1
2848,237059.31
2849,209704.81
2850,270145.25
2851,209298.5
2852,223234.73
2853,235182.45
2854,149436.58
2855,210775.89
2856,209536.53
2857,189229.64
2858,217674.62
2859,124096.664
2860,147198.28
2861,140738.45
2862,196972.28
2863,147911.73
2864,247174.92
2865,152527.88
2866,146325.36
2867,120317.945
2868,93609.14
2869,114982.375
2870,120015.16
2871,104012.125
2872,65888.29
2873,117774.82
2874,153820.5
2875,121727.305
2876,166877.92
2877,154346.39
2878,176187.4
2879,152641.22
2880,113132.11
2881,155917.11
2882,180962.83
2883,205755.94
2884,189476.14
2885,189019.39
2886,243837.33
2887,110532.68
2888,152513.38
2889,77705.9
2890,109319.16
2891,152092.55
2892,81967.74
2893,118797.125
2894,87575.695
2895,297763.2
2896,268950.6
2897,213942.56
2898,175570.47
2899,228645.42
2900,164920.17
2901,223638.0
2902,193198.28
2903,326550.97
2904,355066.34
2905,91265.086
2906,225569.84
2907,129091.234
2908,155015.44
2909,174505.94
2910,111142.484
2911,95164.65
2912,158896.38
2913,96050.25
2914,96593.63
2915,105713.74
2916,91980.19
2917,176752.19
2918,139555.48
2919,236478.42
